z_Rp,density_g_cm3,pressure_dyn_cm2,temperature_K,tau,velocity_km_s
-10.37390029325513,3.4760486590824755e-20,5.548735654927848e-07,249620.668522437,4.941883313725266e-07,357.51674369098544
-10.30058651026393,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-10.227272727272727,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-10.153958944281523,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-10.08064516129032,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-10.007331378299117,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-9.934017595307918,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-9.860703812316714,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-9.787390029325511,3.4727453361787764e-20,5.539905606515698e-07,249460.49635560607,5.017786698559067e-07,357.5288798279468
-9.714076246334308,3.468703593708488e-20,5.529103820352084e-07,249264.20002223138,5.092367101116153e-07,357.54414240724486
-9.640762463343108,3.468703593708488e-20,5.529103820352084e-07,249264.20002223138,5.092367101116153e-07,357.54414240724486
-9.567448680351905,3.468703593708488e-20,5.529103820352084e-07,249264.20002223138,5.092367101116153e-07,357.54414240724486
-9.494134897360702,3.468703593708488e-20,5.529103820352084e-07,249264.20002223138,5.092367101116153e-07,357.54414240724486
-9.420821114369499,3.468703593708488e-20,5.529103820352084e-07,249264.20002223138,5.092367101116153e-07,357.54414240724486
-9.347507331378296,3.4680222055846694e-20,5.527281512347428e-07,249231.00500700422,5.129496884446074e-07,357.54754227477105
-9.274193548387096,3.4680222055846694e-20,5.527281512347428e-07,249231.00500700422,5.129496884446074e-07,357.54754227477105
-9.200879765395893,3.4680222055846694e-20,5.527281512347428e-07,249231.00500700422,5.129496884446074e-07,357.54754227477105
-9.12756598240469,3.466817885381114e-20,5.524063218196783e-07,249172.41737705568,5.166389341286523e-07,357.5535831219015
-9.054252199413487,3.466817885381114e-20,5.524063218196783e-07,249172.41737705568,5.166389341286523e-07,357.5535831219015
-8.980938416422287,3.466817885381114e-20,5.524063218196783e-07,249172.41737705568,5.166389341286523e-07,357.5535831219015
-8.907624633431084,3.466817885381114e-20,5.524063218196783e-07,249172.41737705568,5.166389341286523e-07,357.5535831219015
-8.83431085043988,3.4653455211948563e-20,5.520132394983878e-07,249100.90443385573,5.203028063128194e-07,357.56051633633194
-8.760997067448677,3.4653455211948563e-20,5.520132394983878e-07,249100.90443385573,5.203028063128194e-07,357.56051633633194
